period_id, item, qty, order_qty1, order_qty2, order_qty3
1213,item2032,0.38,0.38,0.0,0.0
1214,item2032,0.0796,0.0213,0.0031,0.0
1215,item2032,0.0197,0.0145,0.0,0.0
1216,item2032,0.1054,0.0294,0.0144,0.3251
1217,item2032,0.0383,0.0339,0.326,0.0
1218,item2032,0.3643,0.3556,0.0,0.0
1219,item2032,0.0347,0.0126,0.0136,0.0
1220,item2032,0.0787,0.0136,0.0004,0.0
1221,item2032,0.1074,0.0642,0.0189,0.0206
1222,item2032,0.0866,0.0539,0.0216,0.0
1223,item2032,0.0858,0.0841,0.0343,0.0
1224,item2032,0.0618,0.0561,0.1494,0.0
1225,item2032,0.183,0.1788,0.0,0.0014
1226,item2032,0.0014,0.0014,0.0108,0.0066
1227,item2032,0.0639,0.0487,0.0209,0.0052
1228,item2032,0.0684,0.0678,0.0052,0.0
1229,item2032,0.0271,0.0268,0.0,0.0
1230,item2032,0.0558,0.0548,0.0,0.0
1231,item2032,0.0822,0.0805,0.0,0.0768
1232,item2032,0.009,0.0006,0.1005,0.0009
1233,item2032,0.1568,0.1568,0.0009,0.0
1234,item2032,0.0489,0.0489,0.0,0.0009
1235,item2032,0.0362,0.0358,0.1164,0.0
1236,item2032,0.1991,0.1683,0.0052,0.0
1237,item2032,0.0063,0.0063,0.0021,0.0
1238,item2032,0.9571,0.9566,0.003,0.0017
1239,item2032,0.3519,0.3508,0.2116,0.0
1240,item2032,0.241,0.2323,0.4658,0.0
1241,item2032,0.6979,0.6979,0.0122,0.0035
1242,item2032,0.04,0.04,0.0036,0.0334
1243,item2032,0.0385,0.0372,0.0334,0.084
1244,item2032,0.059,0.059,0.1202,0.0
1245,item2032,0.1259,0.1231,0.0068,0.0231
1246,item2032,0.0371,0.007,0.0231,0.0
1247,item2032,0.0531,0.0531,0.0025,0.0105
1248,item2032,0.0703,0.0663,0.0109,0.0
1249,item2032,0.0123,0.0123,0.001,0.0026
1250,item2032,0.0161,0.0144,0.0068,0.0
1251,item2032,0.0234,0.0068,0.0,0.0015
1252,item2032,0.0343,0.0325,0.0067,0.0
1253,item2032,0.0359,0.023,0.0,0.0052
1254,item2032,0.0322,0.0321,0.0052,0.0
1255,item2032,0.0524,0.0364,0.0002,0.0
1256,item2032,0.0402,0.004,0.0,0.0
1257,item2032,0.0145,0.0138,0.0,0.0752
1258,item2032,0.0,0.0,0.9737,0.0013
1259,item2032,1.0,1.0,0.0015,0.0217
