period_id, item, qty, order_qty1, order_qty2, order_qty3
1213,item1574,0.2364,0.0348,0.0,0.0
1214,item1574,0.0028,0.0028,0.0012,0.0
1215,item1574,0.0093,0.0073,0.0,0.0007
1216,item1574,0.0541,0.0469,0.0014,0.0
1217,item1574,0.6193,0.1382,0.0265,0.0
1218,item1574,0.0964,0.0413,0.0,0.0
1219,item1574,0.0515,0.0071,0.0012,0.0014
1220,item1574,0.0932,0.0267,0.0014,0.0
1221,item1574,0.0174,0.0066,0.0041,0.0
1222,item1574,0.1484,0.0482,0.0005,0.0038
1223,item1574,0.0764,0.0507,0.0038,0.0
1224,item1574,0.158,0.0815,0.0,0.0
1225,item1574,0.0248,0.0113,0.0031,0.0
1226,item1574,0.0393,0.0197,0.0038,0.0
1227,item1574,0.5042,0.1304,0.0,0.0
1228,item1574,1.0,0.7798,0.0,0.0
1229,item1574,0.4242,0.0878,0.0,0.0
1230,item1574,0.9885,0.6579,0.0,0.0
1231,item1574,0.208,0.1128,0.0097,0.0
1232,item1574,0.0828,0.0391,0.0,0.006
1233,item1574,0.0904,0.0754,0.0108,0.0
1234,item1574,0.1476,0.0999,0.0002,0.0005
1235,item1574,0.2646,0.1435,0.0012,0.0
1236,item1574,0.3325,0.0331,0.0,0.0
1237,item1574,0.4397,0.1656,0.0,0.0036
1238,item1574,0.322,0.2313,0.0059,0.0058
1239,item1574,0.3977,0.1834,0.0118,0.0012
1240,item1574,0.1194,0.0802,0.0012,0.02
1241,item1574,0.1774,0.0947,0.0405,0.0007
1242,item1574,0.2143,0.1509,0.0029,0.0
1243,item1574,0.1322,0.0887,0.0372,0.0273
1244,item1574,0.2189,0.1463,0.0392,0.066
1245,item1574,0.2269,0.154,0.0722,0.0029
1246,item1574,0.4502,0.1663,0.0171,0.001
1247,item1574,0.3336,0.1142,0.0141,0.001
1248,item1574,0.3033,0.1763,0.0207,0.0005
1249,item1574,0.3477,0.2602,0.0127,0.0003
1250,item1574,0.4908,0.2938,0.043,0.0014
1251,item1574,0.3752,0.1845,0.0369,0.0303
1252,item1574,0.3715,0.1873,0.0472,0.0
1253,item1574,0.2587,0.2191,0.0072,0.0071
1254,item1574,0.6181,0.1956,0.0124,0.0
1255,item1574,0.4365,0.2939,0.0261,0.0022
1256,item1574,0.3071,0.1959,0.0025,0.0029
1257,item1574,0.2384,0.0994,0.0153,0.0123
1258,item1574,0.8135,0.6617,0.0853,0.0194
1259,item1574,0.3737,0.3737,0.0343,0.0293
