period_id, item, qty, order_qty1, order_qty2, order_qty3
1222,item1997,0.0,0.0,0.0,0.0
1223,item1997,0.0,0.0,0.0,0.0
1224,item1997,0.0074,0.0,0.0,0.0
1225,item1997,0.0018,0.0018,0.0,0.0
1226,item1997,0.0,0.0,0.0,0.0
1227,item1997,0.0055,0.0037,0.0,0.0
1228,item1997,0.0018,0.0,0.0,0.0
1229,item1997,0.0193,0.0156,0.0,0.0
1230,item1997,0.0414,0.0037,0.0,0.0
1231,item1997,0.0625,0.0478,0.0037,0.0
1232,item1997,0.0322,0.0175,0.0074,0.0221
1233,item1997,0.2812,0.2151,0.0248,0.0
1234,item1997,0.0699,0.045,0.0129,0.0092
1235,item1997,0.1278,0.0763,0.0129,0.0175
1236,item1997,0.2307,0.1296,0.0175,0.0037
1237,item1997,0.0662,0.0267,0.0165,0.0294
1238,item1997,0.0781,0.045,0.0331,0.0147
1239,item1997,0.2656,0.1039,0.0165,0.0037
1240,item1997,0.1682,0.1259,0.0239,0.0294
1241,item1997,0.1985,0.114,0.0597,0.0119
1242,item1997,0.3888,0.2344,0.0119,0.0018
1243,item1997,0.2344,0.1645,0.1103,0.0257
1244,item1997,0.2463,0.1838,0.0322,0.0074
1245,item1997,0.4458,0.2665,0.0294,0.0717
1246,item1997,0.273,0.1645,0.2969,0.0221
1247,item1997,0.7004,0.5211,0.1011,0.0193
1248,item1997,1.0,0.7417,0.0919,0.011
1249,item1997,0.204,0.1434,0.0625,0.0074
1250,item1997,0.1149,0.1103,0.0551,0.0184
1251,item1997,0.2408,0.1562,0.0386,0.0607
1252,item1997,0.2114,0.1149,0.0983,0.0239
1253,item1997,0.4246,0.2289,0.0662,0.0055
1254,item1997,0.8925,0.5404,0.0129,0.0368
1255,item1997,0.1544,0.0956,0.0662,0.0597
1256,item1997,0.2546,0.1507,0.0928,0.0239
1257,item1997,0.5515,0.3621,0.0607,0.1489
1258,item1997,0.4219,0.307,0.2059,0.0423
1259,item1997,0.5046,0.5046,0.193,0.0055
