period_id, item, qty, order_qty1, order_qty2, order_qty3
1217,item2352,0.0,0.0,0.0,0.0
1218,item2352,0.0,0.0,0.0,0.0
1219,item2352,0.25,0.0893,0.0357,0.0
1220,item2352,0.3571,0.2143,0.0,0.0
1221,item2352,0.7857,0.2321,0.0536,0.0179
1222,item2352,0.625,0.4821,0.0357,0.0
1223,item2352,0.8571,0.5536,0.0357,0.0
1224,item2352,0.8036,0.6607,0.0,0.0
1225,item2352,0.7143,0.3929,0.0179,0.0
1226,item2352,0.7857,0.6071,0.125,0.0357
1227,item2352,0.875,0.3929,0.0536,0.0
1228,item2352,0.9643,0.5,0.0179,0.0
1229,item2352,0.8929,0.6429,0.0536,0.0357
1230,item2352,0.8214,0.6071,0.0893,0.0714
1231,item2352,0.9821,0.5,0.1071,0.0179
1232,item2352,1.0,0.6071,0.0536,0.0179
1233,item2352,1.0,0.7143,0.1607,0.0
1234,item2352,0.8393,0.7321,0.0357,0.0179
1235,item2352,0.6786,0.4464,0.0357,0.0
1236,item2352,0.6071,0.2143,0.0357,0.0
1237,item2352,0.875,0.7321,0.0357,0.0
1238,item2352,0.5536,0.4286,0.0536,0.0
1239,item2352,0.2857,0.2321,0.0357,0.0179
1240,item2352,0.3929,0.2143,0.0536,0.0179
1241,item2352,0.2321,0.1786,0.0357,0.0
1242,item2352,0.9821,0.5893,0.0,0.0
1243,item2352,0.4464,0.2143,0.0357,0.0357
1244,item2352,0.6607,0.2143,0.0536,0.0
1245,item2352,0.9286,0.5357,0.0,0.0
1246,item2352,0.7143,0.6071,0.0,0.0179
1247,item2352,0.3214,0.1786,0.0179,0.0
1248,item2352,0.3571,0.1964,0.0714,0.0
1249,item2352,0.5714,0.2321,0.0893,0.0
1250,item2352,0.5,0.2321,0.0179,0.0536
1251,item2352,0.2857,0.1607,0.0536,0.0179
1252,item2352,0.7321,0.4643,0.0357,0.0
1253,item2352,0.5179,0.4107,0.0,0.0
1254,item2352,0.2143,0.2143,0.0,0.0
1255,item2352,0.2679,0.1071,0.0179,0.0179
1256,item2352,0.6071,0.4643,0.0179,0.0
1257,item2352,0.4286,0.2143,0.0,0.0
1258,item2352,0.3393,0.25,0.0714,0.0
1259,item2352,0.2679,0.2679,0.1071,0.0
