period_id, item, qty, order_qty1, order_qty2, order_qty3
1213,item1426,0.2305,0.1981,0.0162,0.0
1214,item1426,0.1688,0.1688,0.2662,0.0925
1215,item1426,0.3961,0.2662,0.164,0.0519
1216,item1426,0.2825,0.2825,0.4513,0.6494
1217,item1426,0.5114,0.4692,0.6591,0.1282
1218,item1426,0.8149,0.8149,0.1282,0.0666
1219,item1426,0.3588,0.3506,0.0666,0.0325
1220,item1426,0.1071,0.1071,0.0649,0.0
1221,item1426,0.5584,0.5422,0.1769,0.0568
1222,item1426,0.7695,0.4773,0.1429,0.0
1223,item1426,0.4205,0.2646,0.1769,0.0162
1224,item1426,0.2744,0.224,0.0406,0.0812
1225,item1426,0.2873,0.1104,0.0812,0.0
1226,item1426,0.125,0.1153,0.0179,0.0422
1227,item1426,0.0341,0.0341,0.0422,0.0
1228,item1426,0.138,0.138,0.0536,0.0422
1229,item1426,0.0649,0.0649,0.0422,0.0
1230,item1426,0.0471,0.0471,0.0081,0.0
1231,item1426,0.2695,0.1786,0.3312,0.0146
1232,item1426,0.4968,0.4643,0.0893,0.0032
1233,item1426,0.7305,0.7305,0.0471,0.2175
1234,item1426,0.2208,0.0779,0.2792,0.0
1235,item1426,0.513,0.3994,0.0373,0.0162
1236,item1426,0.0471,0.0373,0.2597,0.0
1237,item1426,0.9432,0.9399,0.4627,0.0
1238,item1426,0.4838,0.4838,0.1347,0.0
1239,item1426,0.1705,0.1672,0.0114,0.0373
1240,item1426,0.1429,0.0893,0.0747,0.0552
1241,item1426,0.2013,0.0747,0.1526,0.0455
1242,item1426,0.2711,0.2711,0.1055,0.0227
1243,item1426,0.1429,0.1331,0.0601,0.2938
1244,item1426,0.2955,0.2922,0.6672,0.4107
1245,item1426,1.0,0.7078,0.5195,0.0
1246,item1426,0.8653,0.7808,0.3344,0.0633
1247,item1426,0.3344,0.3344,0.1818,0.0
1248,item1426,0.2045,0.2045,0.1494,0.0812
1249,item1426,0.2386,0.237,0.0958,0.1266
1250,item1426,0.1834,0.1591,0.2419,0.0162
1251,item1426,0.3279,0.3279,0.0925,0.1461
1252,item1426,0.1494,0.1412,0.1705,0.112
1253,item1426,0.4675,0.2289,0.112,0.1266
1254,item1426,0.8896,0.8003,0.4562,0.2305
1255,item1426,0.474,0.474,0.4951,0.1347
1256,item1426,0.7192,0.7192,0.151,0.0146
1257,item1426,0.3036,0.3019,0.0406,0.2127
1258,item1426,0.0844,0.0584,0.2581,0.0487
1259,item1426,0.3068,0.3068,0.1006,0.3101
