period_id, item, qty, order_qty1, order_qty2, order_qty3
1242,item1255,0.0,0.0,0.0,0.0
1243,item1255,0.0,0.0,0.0,0.0
1244,item1255,0.0017,0.0,0.0,0.0
1245,item1255,0.0061,0.0058,0.0013,0.0
1246,item1255,0.0018,0.0018,0.0,0.0
1247,item1255,0.0043,0.0036,0.0,0.0
1248,item1255,0.0575,0.0075,0.0011,0.0
1249,item1255,0.0047,0.0026,0.0,0.0
1250,item1255,0.1372,0.1273,0.0108,0.0
1251,item1255,0.1277,0.1102,0.0,0.0
1252,item1255,0.1051,0.0398,0.0227,0.0223
1253,item1255,0.2563,0.1068,0.0336,0.0
1254,item1255,0.4991,0.3,0.0,0.0
1255,item1255,0.3727,0.1677,0.0347,0.0307
1256,item1255,0.4757,0.1617,0.1142,0.0278
1257,item1255,1.0,0.4972,0.0365,0.0
1258,item1255,0.7665,0.4217,0.0498,0.0027
1259,item1255,0.1626,0.1626,0.0765,0.0004
