period_id, item, qty, order_qty1, order_qty2, order_qty3
1213,item1647,0.8005,0.4964,0.0,0.0135
1214,item1647,0.5388,0.491,0.2211,0.0018
1215,item1647,0.9079,0.5496,0.019,0.0009
1216,item1647,0.3439,0.1652,0.0352,0.0018
1217,item1647,0.5325,0.3285,0.0578,0.0018
1218,item1647,0.7617,0.5325,0.0018,0.0
1219,item1647,0.7644,0.5018,0.0117,0.0
1220,item1647,0.9729,0.7401,0.0334,0.0199
1221,item1647,0.9531,0.6715,0.0523,0.0027
1222,item1647,0.6336,0.5126,0.0126,0.0
1223,item1647,0.4982,0.3709,0.0262,0.0523
1224,item1647,1.0,0.7283,0.0632,0.0415
1225,item1647,0.8908,0.7653,0.0424,0.0388
1226,item1647,0.5171,0.4016,0.0406,0.0027
1227,item1647,0.5984,0.3782,0.0108,0.0063
1228,item1647,0.4765,0.2681,0.0298,0.056
1229,item1647,0.4143,0.2617,0.0758,0.0063
1230,item1647,0.9341,0.6588,0.056,0.0208
1231,item1647,0.7951,0.6363,0.167,0.1841
1232,item1647,0.509,0.4341,0.2347,0.0063
1233,item1647,0.6236,0.4982,0.0063,0.0081
1234,item1647,0.7671,0.7067,0.5713,0.1273
1235,item1647,0.8872,0.7572,0.1273,0.0208
1236,item1647,0.4756,0.3538,0.0217,0.0018
1237,item1647,0.1426,0.1273,0.0722,0.0596
1238,item1647,0.398,0.2103,0.0966,0.0018
1239,item1647,0.2446,0.1769,0.0018,0.0
1240,item1647,0.1922,0.1715,0.0424,0.0
1241,item1647,0.3042,0.1372,0.0009,0.009
1242,item1647,0.4621,0.3023,0.0379,0.0009
1243,item1647,0.2103,0.1516,0.0027,0.0
1244,item1647,0.1832,0.0767,0.0,0.0
1245,item1647,0.3628,0.1625,0.0018,0.0316
1246,item1647,0.3141,0.2635,0.1119,0.0217
1247,item1647,0.3773,0.2626,0.0226,0.0
1248,item1647,0.2996,0.2049,0.0208,0.0
1249,item1647,0.1345,0.0975,0.0,0.0
1250,item1647,0.2157,0.1462,0.0623,0.0
1251,item1647,0.3186,0.111,0.0,0.0
1252,item1647,0.157,0.1182,0.0009,0.0
1253,item1647,0.1119,0.0523,0.0072,0.0
1254,item1647,0.3646,0.1688,0.0018,0.0
1255,item1647,0.0948,0.0668,0.0,0.0018
1256,item1647,0.0487,0.0126,0.028,0.0
1257,item1647,0.1083,0.0803,0.0,0.0054
1258,item1647,0.0532,0.0117,0.0054,0.0036
1259,item1647,0.0226,0.0226,0.0036,0.0
