period_id, item, qty, order_qty1, order_qty2, order_qty3
1213,item1901,0.0,0.0,0.0,0.0
1214,item1901,0.0099,0.0019,0.0,0.0
1215,item1901,0.0104,0.0,0.0,0.0
1216,item1901,0.0,0.0,0.0,0.0
1217,item1901,0.0,0.0,0.0368,0.0
1218,item1901,0.0788,0.0604,0.0137,0.0
1219,item1901,0.0417,0.0417,0.0058,0.0
1220,item1901,0.0316,0.0165,0.0,0.0
1221,item1901,0.0302,0.0302,0.0258,0.0
1222,item1901,0.0258,0.0258,0.0,0.0
1223,item1901,0.0159,0.0159,0.0203,0.0
1224,item1901,0.0409,0.0382,0.011,0.0093
1225,item1901,0.0297,0.0211,0.0255,0.0
1226,item1901,0.0343,0.0343,0.0181,0.0
1227,item1901,0.1156,0.0387,0.0027,0.0082
1228,item1901,0.1859,0.0634,0.0305,0.0077
1229,item1901,0.2433,0.1131,0.0077,0.0049
1230,item1901,0.2337,0.1433,0.0066,0.0
1231,item1901,0.2202,0.1329,0.0497,0.0599
1232,item1901,0.2521,0.1398,0.064,0.0
1233,item1901,0.2392,0.0945,0.0069,0.0
1234,item1901,0.4341,0.4132,0.2419,0.0456
1235,item1901,0.4459,0.3646,0.0697,0.0
1236,item1901,0.2694,0.1667,0.0,0.0022
1237,item1901,0.3169,0.2619,0.0162,0.0
1238,item1901,0.1167,0.0783,0.0135,0.0036
1239,item1901,0.2691,0.1241,0.0041,0.0231
1240,item1901,0.137,0.0813,0.1142,0.0
1241,item1901,0.2046,0.176,0.0242,0.017
1242,item1901,0.2702,0.1694,0.0777,0.0016
1243,item1901,0.3251,0.2496,0.0096,0.0019
1244,item1901,0.1027,0.0563,0.0228,0.0118
1245,item1901,0.3355,0.0876,0.0181,0.0069
1246,item1901,0.6142,0.4297,0.1502,0.0299
1247,item1901,0.8918,0.561,0.3671,0.0033
1248,item1901,1.0,0.8289,0.0371,0.0
1249,item1901,0.2974,0.2419,0.0088,0.0014
1250,item1901,0.7757,0.7079,0.0332,0.0214
1251,item1901,0.2125,0.1016,0.0302,0.0005
1252,item1901,0.1925,0.1625,0.0401,0.0005
1253,item1901,0.4879,0.2468,0.0209,0.0
1254,item1901,0.7493,0.5783,0.0146,0.0008
1255,item1901,0.3303,0.187,0.0244,0.0038
1256,item1901,0.2554,0.212,0.0264,0.0016
1257,item1901,0.2762,0.2133,0.0099,0.0036
1258,item1901,0.2515,0.1197,0.0351,0.0107
1259,item1901,0.4083,0.4083,0.0159,0.0074
