period_id, item, qty, order_qty1, order_qty2, order_qty3
1213,item1877,0.0739,0.0534,0.0,0.0
1214,item1877,0.0826,0.0571,0.0025,0.0
1215,item1877,0.0783,0.064,0.0,0.0
1216,item1877,0.0286,0.0161,0.0,0.0
1217,item1877,0.0391,0.0186,0.0174,0.0
1218,item1877,0.0988,0.0404,0.0,0.0
1219,item1877,0.087,0.0304,0.0,0.0006
1220,item1877,0.0863,0.0261,0.0006,0.0
1221,item1877,0.0745,0.0242,0.0,0.0
1222,item1877,0.0733,0.0112,0.0025,0.0
1223,item1877,0.2106,0.1323,0.0037,0.0
1224,item1877,0.1932,0.0683,0.0,0.0
1225,item1877,0.0969,0.0329,0.0,0.0
1226,item1877,0.077,0.0174,0.0025,0.0
1227,item1877,0.1317,0.0671,0.0,0.0
1228,item1877,0.0553,0.0075,0.0,0.0
1229,item1877,0.1646,0.0224,0.0,0.0
1230,item1877,0.2484,0.0652,0.0,0.0
1231,item1877,0.1068,0.023,0.0447,0.0087
1232,item1877,0.2441,0.1832,0.0087,0.0
1233,item1877,0.1696,0.0559,0.005,0.0
1234,item1877,0.2199,0.1304,0.0012,0.0
1235,item1877,0.2683,0.018,0.0087,0.0298
1236,item1877,0.4422,0.2522,0.0298,0.1068
1237,item1877,0.2969,0.1261,0.1155,0.0106
1238,item1877,0.2205,0.1683,0.0106,0.0
1239,item1877,0.4273,0.0702,0.0,0.0
1240,item1877,0.2112,0.0919,0.0,0.0
1241,item1877,0.2422,0.0776,0.0,0.0025
1242,item1877,0.1807,0.0584,0.005,0.0
1243,item1877,0.2602,0.1627,0.005,0.0
1244,item1877,0.1807,0.0789,0.0149,0.0149
1245,item1877,0.3404,0.182,0.1205,0.0329
1246,item1877,0.2447,0.1652,0.0441,0.0062
1247,item1877,0.6745,0.3453,0.4776,0.0
1248,item1877,1.0,0.6509,0.0012,0.0
1249,item1877,0.2075,0.0609,0.0,0.0137
1250,item1877,0.3255,0.0634,0.0149,0.0037
1251,item1877,0.3497,0.1286,0.0112,0.0099
1252,item1877,0.3267,0.1503,0.082,0.0
1253,item1877,0.4211,0.1745,0.0037,0.0
1254,item1877,0.4894,0.1851,0.0,0.0012
1255,item1877,0.2472,0.0913,0.0478,0.005
1256,item1877,0.3304,0.1205,0.0224,0.0224
1257,item1877,0.5975,0.1863,0.0236,0.0534
1258,item1877,0.5776,0.2255,0.0658,0.0087
1259,item1877,0.2894,0.2894,0.0149,0.0012
