period_id, item, qty, order_qty1, order_qty2, order_qty3
1226,item1762,0.0,0.0,0.0,0.0
1227,item1762,0.0,0.0,0.0,0.0
1228,item1762,0.0077,0.0,0.0,0.0
1229,item1762,0.0077,0.0,0.0,0.0
1230,item1762,0.0385,0.0077,0.0,0.0
1231,item1762,0.0462,0.0,0.0077,0.0
1232,item1762,0.1,0.0308,0.0077,0.0
1233,item1762,0.4154,0.1231,0.0,0.0
1234,item1762,0.3538,0.3308,0.0538,0.0
1235,item1762,0.3308,0.1,0.0,0.0077
1236,item1762,0.4538,0.2231,0.0077,0.0
1237,item1762,0.0385,0.0231,0.0,0.0
1238,item1762,0.0692,0.0462,0.0,0.0
1239,item1762,0.0462,0.0154,0.0077,0.0077
1240,item1762,0.0692,0.0538,0.0154,0.0
1241,item1762,0.3462,0.1462,0.0,0.0
1242,item1762,1.0,0.4923,0.0,0.0
1243,item1762,0.3538,0.2692,0.0308,0.0077
1244,item1762,0.1923,0.0692,0.0077,0.0
1245,item1762,0.5,0.1385,0.0,0.0077
1246,item1762,0.3154,0.2846,0.0154,0.0077
1247,item1762,0.3,0.0462,0.0077,0.0077
1248,item1762,0.9846,0.2077,0.0077,0.0
1249,item1762,0.1154,0.0846,0.0,0.0
1250,item1762,0.1769,0.1231,0.0,0.0077
1251,item1762,0.3923,0.2308,0.0077,0.0
1252,item1762,0.3462,0.0231,0.0,0.0
1253,item1762,0.8769,0.3385,0.0154,0.0
1254,item1762,0.9692,0.3846,0.1,0.0154
1255,item1762,0.6846,0.2538,0.0231,0.0
1256,item1762,0.4615,0.1769,0.0,0.0
1257,item1762,0.6923,0.3231,0.0077,0.0154
1258,item1762,0.5538,0.0769,0.0385,0.0231
1259,item1762,0.3769,0.3769,0.0231,0.0
