period_id, item, qty, order_qty1, order_qty2, order_qty3
1213,item1913,0.136,0.086,0.0209,0.0154
1214,item1913,0.0961,0.0872,0.1023,0.0221
1215,item1913,0.1691,0.1267,0.0709,0.0374
1216,item1913,0.2351,0.1803,0.1041,0.0287
1217,item1913,0.2537,0.2076,0.0771,0.0307
1218,item1913,0.1321,0.1179,0.0434,0.0157
1219,item1913,0.1362,0.1095,0.0727,0.0177
1220,item1913,0.1725,0.1445,0.0332,0.0144
1221,item1913,0.1021,0.0949,0.1168,0.0122
1222,item1913,0.273,0.1774,0.026,0.0253
1223,item1913,0.4448,0.308,0.0805,0.0373
1224,item1913,0.3189,0.2301,0.0475,0.0032
1225,item1913,0.4471,0.2061,0.0111,0.0038
1226,item1913,0.4302,0.2652,0.0673,0.0161
1227,item1913,1.0,0.3642,0.1623,0.037
1228,item1913,0.7092,0.4885,0.0726,0.0393
1229,item1913,0.5923,0.2481,0.0636,0.0354
1230,item1913,0.2957,0.1837,0.0436,0.0077
1231,item1913,0.1393,0.0904,0.0387,0.016
1232,item1913,0.1608,0.0784,0.0704,0.0097
1233,item1913,0.2489,0.1644,0.0429,0.0316
1234,item1913,0.1157,0.0827,0.0576,0.0195
1235,item1913,0.2475,0.1373,0.0303,0.0139
1236,item1913,0.1624,0.0895,0.025,0.0145
1237,item1913,0.1372,0.0647,0.0188,0.0055
1238,item1913,0.0733,0.0574,0.0545,0.0143
1239,item1913,0.194,0.137,0.0228,0.0155
1240,item1913,0.1826,0.0902,0.0292,0.0278
1241,item1913,0.1753,0.1064,0.0567,0.0049
1242,item1913,0.277,0.1399,0.0497,0.0083
1243,item1913,0.2566,0.1587,0.027,0.0149
1244,item1913,0.1866,0.126,0.0499,0.0161
1245,item1913,0.1719,0.102,0.06,0.0155
1246,item1913,0.1407,0.1128,0.0287,0.0139
1247,item1913,0.1607,0.1172,0.0324,0.023
1248,item1913,0.1594,0.1062,0.0379,0.0029
1249,item1913,0.1443,0.1032,0.0244,0.0342
1250,item1913,0.1176,0.0961,0.0616,0.0102
1251,item1913,0.1292,0.0884,0.0438,0.0159
1252,item1913,0.1989,0.1221,0.045,0.0117
1253,item1913,0.173,0.1517,0.0268,0.0096
1254,item1913,0.1225,0.0664,0.0259,0.018
1255,item1913,0.1106,0.0664,0.0423,0.0083
1256,item1913,0.1301,0.0964,0.028,0.0077
1257,item1913,0.1252,0.1095,0.0114,0.0069
1258,item1913,0.1168,0.0842,0.0473,0.0084
1259,item1913,0.0926,0.0926,0.0192,0.0355
