period_id, item, qty, order_qty1, order_qty2, order_qty3
1213,item1529,0.046,0.0302,0.0,0.0
1214,item1529,0.001,0.0007,0.0,0.0
1215,item1529,0.0642,0.0,0.0,0.0
1216,item1529,0.0496,0.0049,0.0027,0.0
1217,item1529,0.0074,0.0071,0.0,0.0
1218,item1529,0.012,0.0014,0.0,0.0
1219,item1529,0.0854,0.0009,0.0,0.0
1220,item1529,0.1234,0.0113,0.0,0.0
1221,item1529,0.0464,0.0441,0.0,0.0
1222,item1529,0.0046,0.0028,0.0,0.0
1223,item1529,0.0089,0.0,0.0,0.0
1224,item1529,0.0174,0.0063,0.0,0.0
1225,item1529,0.0062,0.0011,0.0,0.0
1226,item1529,0.0183,0.0167,0.0,0.0
1227,item1529,0.1403,0.0,0.0,0.0
1228,item1529,0.0582,0.0582,0.0,0.0
1229,item1529,0.2171,0.0467,0.0,0.0
1230,item1529,0.1263,0.1195,0.0815,0.0
1231,item1529,0.1194,0.1194,0.0,0.0
1232,item1529,0.0239,0.0177,0.0,0.0
1233,item1529,0.2864,0.024,0.0,0.0
1234,item1529,0.0915,0.0434,0.0,0.0
1235,item1529,0.1454,0.0088,0.3853,0.0
1236,item1529,1.0,0.5212,0.0,0.0
1237,item1529,0.3723,0.086,0.0,0.0
1238,item1529,0.2807,0.2807,0.0605,0.0
1239,item1529,0.2007,0.0634,0.0,0.0
1240,item1529,0.0481,0.0217,0.0,0.0
1241,item1529,0.0662,0.0057,0.0,0.0
1242,item1529,0.0066,0.0014,0.0,0.0
1243,item1529,0.0311,0.013,0.0,0.0
1244,item1529,0.099,0.0093,0.0,0.0
1245,item1529,0.0171,0.0045,0.0,0.0
1246,item1529,0.0275,0.0205,0.0,0.0
1247,item1529,0.496,0.001,0.0,0.0
1248,item1529,0.0391,0.0306,0.0,0.0
1249,item1529,0.1691,0.0088,0.0001,0.0
1250,item1529,0.0809,0.0797,0.0,0.0
1251,item1529,0.0831,0.0057,0.0,0.0
1252,item1529,0.0747,0.0541,0.0,0.0
1253,item1529,0.1147,0.0286,0.0011,0.0
1254,item1529,0.317,0.3075,0.0,0.0
1255,item1529,0.0202,0.0025,0.0,0.0
1256,item1529,0.1047,0.086,0.0,0.0
1257,item1529,0.0624,0.0046,0.0074,0.0
1258,item1529,0.1306,0.021,0.3082,0.0
1259,item1529,0.3338,0.3338,0.0,0.0
